User Account,Followers,Tweets,Retweets,Text,Date,Location,Hashtags,Sentiment,Category
shadyrudy,457,25543,0,i need to make one of those for me so far its tsql mql power shell bash javascript python and thats just,2023-02-14 23:28:41+00:00,"Austin, TX",[],positive,Python
jcastanedacano,861,36089,0,enterprise power bi series,2023-02-14 23:14:30+00:00,Peru,[],neutral,Power BI
TJosher,95,4081,0,perhaps accompanied by gandalf the grey amp gandalf the white amp monty python and the holy grails black knig,2023-02-14 23:04:54+00:00,"Windsor, Ontario",[],negative,Python
CFADFW,1385,1540,0," intro to data visualization and business analytics with microsoft power bi
wednesday thursday and friday march",2023-02-14 22:53:37+00:00,"Dallas/Fort Worth, Texas",[],neutral,Power BI
kimmanis,4093,8796,3,microsoft customer storybayer builds crisis management dashboard for datadriven decisions using datamart in power,2023-02-14 22:44:50+00:00,"New York, USA",[],neutral,Other
andresjmendezp,250,10133,0,y power bi,2023-02-14 22:00:47+00:00,"Sudbury, Ontario. Canada",[],neutral,Power BI
amandakegs,1016,30216,0,i took one through linkedin learning power bi essential training that was pretty good,2023-02-14 21:53:20+00:00,Minnesota,[],positive,Power BI
gowilcheck,3661,878,0,how power bi can be used for data visualization    powerbi datavisualization  please shar,2023-02-14 21:30:01+00:00,"Miami, Florida","['powerbi', 'datavisualization']",neutral,Power BI
P3Adaptive,8469,9881,0,"last call registration ends tomorrow for our top selling power query training
easily clean your messy data with t",2023-02-14 20:59:19+00:00,United States,[],positive,Other
GroundTruthCo,3839,8054,0,groundtruth will be speaking at brand innovators the power of building brand love in boston we look forward to st,2023-02-14 20:30:02+00:00,New York City,[],positive,Other
Apps4Rent,415,2996,0,"5 reasons to choose power bi over tableau

see 

microsoft powerbi visualization tool",2023-02-14 20:29:31+00:00,"Maplewood, NJ","['Tableau', 'Microsoft', 'PowerBI', 'Visualization', 'Tool']",neutral,Power BI
DrJeffJarvis,5247,8624,0,im actually sort of amazed my m1 max macbookpro runs power bi faster in windows through parallels that it does na,2023-02-14 20:13:20+00:00,"Fort Worth, TX",[],neutral,Power BI
PowerBITips,15923,1914,0,"new swag out today



eat sleep power bi repeat",2023-02-14 20:06:01+00:00,"Wisconsin, USA",[],positive,Power BI
PowerBITips,15923,1914,0,"new swag is out 

get yours today",2023-02-14 20:03:18+00:00,"Wisconsin, USA",[],positive,Other
powerbipro,5667,1949,0,tired of asking your powerbi questions on free forums wouldnt it be easier to just discuss your problem with som,2023-02-14 20:00:05+00:00,"Seattle, WA",['PowerBI'],neutral,Power BI
P3Adaptive,8469,9881,1,"revolutionize your business intelligence strategies with power bi usage metrics reporting

gain unparalleled insig",2023-02-14 19:00:52+00:00,United States,[],neutral,Power BI
driscollis,96539,33285,74,"how to convert a csv file to excel in 3 lines of code using python and pandas 

",2023-02-14 18:46:01+00:00,Iowa,"['Python', 'Pandas']",neutral,Excel
key2consulting,735,1814,0,migrating from powerbi premium per user ppu to premium capacity  what you should know,2023-02-14 18:01:25+00:00,"Atlanta, GA",['PowerBI'],neutral,Power BI
bhardia,726,3483,0,the world has transformed in ways we couldnt imagine the rapid use of technology has permeated every sector amp has,2023-02-14 18:00:31+00:00,"Irvine, California",[],neutral,Other
dmightyangel,31543,234742,2,you should have actually kept quiet no one would have known how ignorant an adult co,2023-02-14 17:51:11+00:00,Cosmos,[],positive,Other
kevchant,1568,23477,1,since this post appears to still be in demand here is how you can use  azure devops analytics views and power bi t,2023-02-14 17:40:06+00:00,Netherlands,[],neutral,Power BI
MGriszell,39,534,1,a power bi developer is needed to join our team onsite in gaithersburg maryland team powerbi developer,2023-02-14 17:21:41+00:00,ATL GA,"['team', 'powerbi', 'developer']",neutral,Power BI
MTY_Barraza,444,29156,1,"powerbi
nexum bs  power bi update  february 2023 ",2023-02-14 17:21:08+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
TMCDynamicsERP,3279,12244,0,microsoft  want to learn more about powerplatform learn how to connect dynamics 365 business central to power bi,2023-02-14 17:07:01+00:00,"El Segundo, CA",[],positive,Power BI
ChocKid,3714,129617,1,my love for you is like a power bi visualization providing a clear and beautiful presentation of how much you mean,2023-02-14 17:03:55+00:00,Remote,[],positive,Power BI
YusufBShariff,987,619,1,hi poweraddicts has anyone run into this issue i have a powerbi report with a powerapps visual amp when i sum ,2023-02-14 16:50:05+00:00,"Laguna Beach, CA","['PowerAddicts', 'PowerBI', 'PowerApps']",neutral,Power BI
lucy_jewitt,21,45,2,"join  to find out how power bi can be used in your setting 
power bi converts data from various source",2023-02-14 16:30:00+00:00,Lincolnshire,[],neutral,Power BI
KooHo_jin,275,23951,0,why does power bi have an esrb rating,2023-02-14 16:00:51+00:00,"south bend, indiana",[],neutral,Power BI
kapn_krude,1220,50186,0,nothing like python power on valentines day,2023-02-14 15:47:22+00:00,NJ,[],neutral,Python
PragmaticWorks,3074,11592,0,we love a lot of things at pragmatic works power bi ping pong our customers data but most of all we love learni,2023-02-14 15:30:01+00:00,"Jacksonville, Florida",[],positive,Power BI
iwmentor,1849,4785,2,power hour how to insert power apps into power bi reports for live dynamic data using the powerapps visualizati,2023-02-14 15:15:18+00:00,United States,[],positive,Power BI
MikeRudzinski,22,516,1,power bi people if you havent seen the power of deneb custom visual in creating beautiful dashboards you need to,2023-02-14 15:15:12+00:00,"Lexington, KY, United States",[],positive,Power BI
systemdynamics_,5261,9036,185, power of system dynamics jorgen randers professor emeritus of climate strategy at the bi norwegian business sch,2023-02-14 15:00:20+00:00,"Albany, NY",[],neutral,Other
Ko_Ver,3249,35086,0,i didnt read the docs but rather this wonderful blog post by   time fo,2023-02-14 14:34:00+00:00,Belgium,[],positive,Other
Ko_Ver,3249,35086,0,plot twist once the setting for the power bi rest api has been enabled i can see the managed identities,2023-02-14 14:27:59+00:00,Belgium,[],neutral,Power BI
MTY_Barraza,444,29156,0,"powerbi
enterprise dna  how to use the groupby function in power bi ",2023-02-14 14:05:59+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
GregDeckler,793,2339,0,"today is day number 4236 that table and matrix measure totals have been broken in power bi
please vote",2023-02-14 14:01:00+00:00,"Columbus, OH",[],negative,Power BI
powerbipro,5667,1949,0,tried finding help for your powerbi problem on google  and youtube  found a lot of answers just not yours ,2023-02-14 14:00:10+00:00,"Seattle, WA",['PowerBI'],positive,Power BI
PowerBITips,15923,1914,2,love excel or power bi  ep188  power bi tips from the real world,2023-02-14 13:31:13+00:00,"Wisconsin, USA",[],positive,Excel
codebasicshub,3296,507,1,we all know about the metaverse how about the dataverse check out our video on youtube for end to end cricket dat,2023-02-14 13:23:33+00:00,United States,[],neutral,Other
keithrichmond82,134,3000,34,is there a power automate template that allows you to export power bi reports in mass using a spreadshe,2023-02-14 10:59:49+00:00,"Nashville, TN",[],neutral,Power BI
MTY_Barraza,444,29156,0,"powerbi
urbizedge  power bi office hour 119 power bi as a business intelligence tool  olashile busari ",2023-02-14 09:35:45+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
EliteViser,12,8713,0,4ch currentvoltagepower monitor hat for raspberry pi 4b3b3b2bbazerow i2csmbus interface onboard 01ω,2023-02-14 09:32:14+00:00,United States,[],neutral,Other
Python_Dv,22225,3890,53,"excel automation made easy with python and chatgpt
python chatgpt excel",2023-02-14 07:37:00+00:00,United States,"['python', 'chatgpt', 'excel']",positive,Excel
Vbasilio,89,865,0,i just completed the course introduction to power bi  a través de,2023-02-14 05:45:32+00:00,Mexico,[],neutral,Power BI
PabloLerdoNews,1180,5394,1,agreed we are helping companies save millions on power bi alone ,2023-02-14 03:42:51+00:00,"New York, USA",[],neutral,Power BI
tdarkhorse4,645,63016,0,i wouldnt mind except im 9 years older than you and the power dynamic due to age alone is fucked,2023-02-14 03:01:49+00:00,The Burg,[],positive,Other
bajated,647,10196,1,eliminating carsnot only gasolinepowered onesis the lefts ultimate goal this is why progressives have,2023-02-14 02:44:12+00:00,"Long Beach, CA",[],neutral,Other
MikeRudzinski,22,516,1,if youre an accountant and not using power query in excel its like tying both your hands behind you,2023-02-14 02:12:03+00:00,"Lexington, KY, United States",[],negative,Excel
grjenkin,8929,215266,0,how to connect azure synapse analytics to power bi  dataanalysis,2023-02-14 01:30:10+00:00,"Carrollton, TX",['dataanalysis'],neutral,Power BI
Python_Dv,22225,3890,77,"how to automate excel upload to sql server using python
python sql excel",2023-02-14 00:04:00+00:00,United States,"['python', 'sql', 'excel']",neutral,Excel
Long_Shot_Ads,1227,4358,0,exploring the power of pythons pattern package bill_iot ht  ai wearables ux cx,2023-02-14 00:02:46+00:00,"Dearborn, MI","['AI', 'Wearables', 'UX', 'CX']",neutral,Other
ilikeanalysdata,22,167,0,"brilliant 

what is the chart used below with the data does it come by default or is it in the power bi store

 thanks",2023-02-13 22:31:15+00:00,Costa Rica,[],positive,Power BI
MTY_Barraza,444,29156,1,"powerbi
bi insights inc  how to perform data transformation with power bi ",2023-02-13 22:20:14+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
NeonManta,198,69992,0,you and gandalf the grey and gandalf the white and monty python and the holy grails black knight and b,2023-02-13 21:15:14+00:00,"Oviedo, FL",[],negative,Python
DataScienceDojo,131882,43681,20,join our introduction to power bi live training on march 13th become a certified power bi professional with our co,2023-02-18 00:03:01+00:00,"Seattle, WA",[],positive,Power BI
UsaWriterLab1,14,197,1,"i assure grade a in
assignmentdue
onlineclasses
labreports
essaydue 
essaywrite  
javascript
python",2023-02-17 19:42:05+00:00,Canada,"['Assignmentdue', 'onlineclasses', 'labreports', 'Essaydue', 'essaywrite', 'Javascript', 'Python']",neutral,Python
kraywhiseheart,5000,55837,0,i discovered im bi when i was 30 i discovered im nonbinary at 31 dont underestimate the pow,2023-02-17 16:04:33+00:00,"San Francisco, CA",[],neutral,Other
kraywhiseheart,5000,55837,3,i discovered im bi when i was 30 i discovered im nonbinary at 31 dont underestimate the power of hetero amp cis,2023-02-17 16:04:18+00:00,"San Francisco, CA",[],neutral,Other
grjenkin,8930,215266,0,power bi developer starting and average salary and more businessintelligence,2023-02-17 00:00:13+00:00,"Carrollton, TX",['businessintelligence'],positive,Power BI
OracleAnalytics,30688,13430,1,ensure consistent numbers whether reporting from oracleanalytics or power bi  use oac as a data source for,2023-02-16 22:00:02+00:00,"Austin, TX","['OracleAnalytics', 'OAC']",positive,Power BI
algoworks,4904,47807,2,"data is the backbone of every successful business  

want to unlock the power of your data and make better deci",2023-02-16 14:00:02+00:00,"Sunnyvale, CA 94086",['data'],positive,Other
NeowinFeed,30958,63256,0,the latest updates to the platform are reporting and visualizationscentric though typescript support for embedde,2023-02-15 19:42:02+00:00,"Plymouth, MI",[],positive,Other
DevTobs,38409,1847,85,excel  sql  power bitableau  pythonr  ,2023-02-15 18:00:00+00:00,"Richmond, VA",[],neutral,Excel
GuyInACube,23888,18435,9,using onpremises powerbi report server you can now migrate your paginated rdl reports to the power bi service fr,2023-02-15 16:05:00+00:00,"Conroe, TX",['PowerBI'],neutral,Power BI
scrumtuous,115436,28698,0,"sounds like python really lacks a lot of basic features
its like a go car with a power on button
ill d",2023-02-15 16:01:33+00:00,"Toronto, Ontario",[],positive,Python
mdancho84,26232,7840,67,"90 of data scientists struggle with forecasting 

so i made an article to help 

this tutorial will get you star",2023-02-15 13:37:02+00:00,"Pittsburgh, PA",[],neutral,Other
dmightyangel,31546,234742,2,you should have actually kept quiet no one would have known how ignorant an adult co,2023-02-14 17:51:11+00:00,Cosmos,[],positive,Other
EliteViser,12,8716,0,4ch currentvoltagepower monitor hat for raspberry pi 4b3b3b2bbazerow i2csmbus interface onboard 01ω,2023-02-14 09:32:14+00:00,United States,[],neutral,Other
grjenkin,8930,215266,0,how to connect azure synapse analytics to power bi  dataanalysis,2023-02-14 01:30:10+00:00,"Carrollton, TX",['dataanalysis'],neutral,Power BI
AAnurudha,303,7614,0,sri lanka india to sign power grid linking pact within two months envoy  via,2023-02-17 20:20:15+00:00,Earth ,[],neutral,Other
UsaWriterLab1,14,201,1,"i assure grade a in
assignmentdue
onlineclasses
labreports
essaydue 
essaywrite  
javascript
python",2023-02-17 19:42:05+00:00,Canada,"['Assignmentdue', 'onlineclasses', 'labreports', 'Essaydue', 'essaywrite', 'Javascript', 'Python']",neutral,Python
MicrosoftLearn,453481,30959,6,your skills in azure synapse azure machine learning and power bi can help trey research solve the problem of food,2023-02-17 17:30:01+00:00,"Redmond, Washington",[],neutral,Power BI
BigData_Review,9372,10057,1,the most noteworthy analytics and datascience news items for the week of february 17 2023,2023-02-17 17:11:00+00:00,Greater Boston,"['Analytics', 'DataScience']",positive,Other
MasMazCom,119,150904,0,microsoft certified pl 300 power bi data analyst associate mock tests 160 realistic mock tests to get you pl 300,2023-02-17 04:28:58+00:00,United States ,[],positive,Power BI
scrumtuous,115449,28698,0,"sounds like python really lacks a lot of basic features
its like a go car with a power on button
ill d",2023-02-15 16:01:33+00:00,"Toronto, Ontario",[],positive,Python
eprnetwork,2197,400157,0,europe power bi consulting service market 2023  industry product type application competitive landscape  2030 ,2023-02-15 05:58:54+00:00,US,[],neutral,Power BI
dmightyangel,31549,234742,2,you should have actually kept quiet no one would have known how ignorant an adult co,2023-02-14 17:51:11+00:00,Cosmos,[],positive,Other
EliteViser,12,8717,0,4ch currentvoltagepower monitor hat for raspberry pi 4b3b3b2bbazerow i2csmbus interface onboard 01ω,2023-02-14 09:32:14+00:00,United States,[],neutral,Other
AirQuery,8,125,0,allows you to carry out business workflows synchronize data across the enterprise amp set up accessibilit,2023-02-20 09:35:11+00:00,"Atlanta, GA",[],neutral,Other
